kontrahent_id,nazwa,nip,regon,kraj,miasto,kod_pocztowy,ulica,email,telefon,typ,opiekun_handlowy,data_utworzenia,status
1903,Gabinety Bas Sp. z o.o.,6668606734,419614644,pl,Wodzisław Śląski,94824,ulica Miłosza 16,kontakt@gabinety.pl,+48 64 582 21 48,oba,pan Cezary Szymków,2026-07-10,aktywny
1904,Wendt Sp. z o.o. Sp.k. sp. z o.o.,8959103855,298855373,PL,Dębica,38-452,pl. Makuszyńskiego 70,kontakt@wendt.pl,+48 29 977 70 58,klient,Gustaw Taczała,2022-04-09,aktywny
1905,Spółdzielnia Kuban Spółka z o.o.,9637439633,740563044,PL,Turek,90-935,ulica Sowia 666,kontakt@spółdzielnia.pl,+48 89 444 86 46,klient,pani Malwina Aleksandrzak,2022-10-24,aktywny
1906,FPUH Ogłaza i syn s.c. Spółka z o.o.,5465653171,162500157,PL,Szczecinek,09-129,ulica Rajska 57,kontakt@fpuh.pl,+48 38 132 16 29,oba,Kalina Łukasiuk,2021-07-30,aktywny
1907,Skomra Sp.k. sp. z o.o.,7366325677,319996555,PL,Brodnica,08-160,ulica Konopnickiej 16/78,kontakt@skomra.pl,+48 32 847 36 46,oba,pan Eryk Gill,2025-08-17,aktywny
1908,FPUH Ciepła S.A. sp. z o.o.,9166019103,747689820,PL,Zawiercie,32-139,ulica Długosza 185,kontakt@fpuh.pl,+48 49 661 76 65,dostawca,Wojciech Ścieszka,2020-10-24,aktywny
1909,Bodzak-Żółkiewicz Sp.k. sp. z o.o.,2644789371,652008564,PL,Czechowice-Dziedzice,93-292,pl. Korczaka 71,kontakt@bodzak-żółkiewicz.pl,+48 89 471 90 45,klient,Stefan Prystupa,2025-12-27,nieaktywny
1910,Golczyk-Padło S.A. Sp. z o.o.,9093716456,785584809,PL,Gdańsk,06-030,pl. Powstańców Śląskich 398,kontakt@golczyk-padło.pl,+48 12 392 54 72,klient,Andrzej Kuffel,2023-08-10,aktywny
1911,  Magier S.A. sp.k.,4473387803,899078978,PL,Kędzierzyn-Koźle,56-353,al. Kraszewskiego 32/78,kontakt@magier.pl,+48 27 613 83 13,oba,Paweł Dziadowicz,2024-04-11,aktywny
1912,Spółdzielnia Hołysz-Olszyna Sp.j. Spółka z o.o.,1837847717,737174525,PL,Świnoujście,44-584,aleja Leszczynowa 20/11,kontakt@spółdzielnia.pl,+48 67 380 41 43,dostawca,Antoni Marko,2021-01-16,aktywny
1913,Gabinety Wojtasiewicz S.A. S.A.,8593806251,162017009,PL,Bartoszyce,55-403,plac Świerczewskiego 351,kontakt@gabinety,+48 41 146 75 83,oba,Ada Janiuk,2024-12-06,aktywny
1914,Stowarzyszenie Łapaj sp.k.,243-435-48-62,738731034,PL,Siemianowice Śląskie,32-501,plac Krasickiego 976,kontakt@stowarzyszenie.pl,+48 33 214 33 23,oba,Liwia Krzyszczak,2024-07-18,aktywny
1915,Stowarzyszenie Myk-Strawa S.A. sp. z o.o.,8710880351,433226501,PL,Jastrzębie-Zdrój,36-834,al. Powstańców 104,kontakt@stowarzyszenie.pl,+48 90 397 58 64,klient,Sebastian Skrzecz,2023-12-02,aktywny
1916,Trzyna s.c. Sp. z o.o.,1161221505,910201295,PL,Włocławek,73-429,plac Szymanowskiego 120,kontakt@trzyna.pl,+48 84 935 97 61,oba,Hubert Podgórna,2024-01-26,nieaktywny
1917,Fundacja Niedbał Sp.j. sp.k.,6819004158,659563145,PL,Konin,77-968,aleja Wieniawskiego 97,kontakt@fundacja.pl,+48 38 321 57 26,oba,Juliusz Woszczak,2025-03-22,aktywny
1918,Gabinety Kuśka Sp. J.,6013855008,279690991,PL,Rzeszów,17-590,aleja Bociania 50/22,kontakt@gabinety.pl,+48 72 297 76 11,klient,Aleks Siwka,2020-11-27,aktywny
1919,Fundacja Głownia i syn s.c. Spółka z o.o.,5718158066,902808418,PL,Szczytno,90-685,pl. Bema 797,kontakt@fundacja.pl,+48 87 402 87 82,oba,Mariusz Przybycień,2021-11-09,aktywny
1920,Stowarzyszenie Nawrotek-Kołpak Sp. z o.o. S.A.,5055191937,994764302,PL,Knurów,04-209,ulica Żeromskiego 782,kontakt@stowarzyszenie.pl,+48 79 548 20 74,dostawca,Eryk Folga,2026-01-30,aktywny
1921,Kuczaj-Wołczyk s.c. Sp. z o.o.,5071961293,336226687,PL,Sandomierz,91-277,plac Sucharskiego 767,kontakt@kuczaj-wołczyk.pl,+48 28 176 34 45,oba,Ewa Kościukiewicz,2024-07-07,aktywny
1922,FPUH Muskała Sp.k. sp. z o.o.,7588562745,680788351,PL,Chorzów,67-437,ulica Prusa 22,kontakt@fpuh.pl,+48 60 509 23 18,oba,Franciszek Glica,2022-08-04,nieaktywny
1923,Stowarzyszenie Rubin-Wałek S.A. Sp. J.,2030695166,441450856,PL,Nysa,33-792,ul. Staszica 67,kontakt@stowarzyszenie.pl,+48 97 195 31 24,klient,Michał Dolega,2025-05-25,aktywny
1924,Spółdzielnia Duszczak-Dziduch s.c. Sp. J.,,310095909,PL,Zduńska Wola,64-742,pl. Wieniawskiego 60,kontakt@spółdzielnia.pl,+48 34 432 55 84,oba,pani Rozalia Koleśnik,2026-04-03,aktywny
1925,PPUH Marcińczyk Sp. z o.o. sp.k.,2062314598,562218803,PL,Bielawa,48-940,al. Rózana 32,kontakt@ppuh.pl,+48 13 696 59 91,klient,Leonard Bryda,2025-02-04,nieaktywny
1926,Letkiewicz S.A. Sp. z o.o.,4505211209,333165562,PL,Rumia,07-845,pl. Kopernika 54,kontakt@letkiewicz.pl,+48 11 631 25 61,dostawca,Kamil Buchalik,2021-09-18,nieaktywny
1927,Gabinety Kopik sp.k.,044-608-19-72,209743779,PL,Police,92-708,pl. Czarnieckiego 38,kontakt@gabinety.pl,+48 15 923 80 40,dostawca,Stefan Micał,2025-04-28,aktywny
1928,Paliga Sp. z o.o. Sp.k. Spółka z o.o.,4950609580,137292677,PL,Toruń,35-248,aleja Widok 851,kontakt@paliga.pl,+48 27 808 68 43,dostawca,Kornel Rzeźniczak,2025-01-09,aktywny
1929,FPUH Bielat-Tokarek Sp. z o.o. Sp.k. sp.k.,3985907429,753252286,PL,Lębork,83-223,al. Lazurowa 580,kontakt@fpuh.pl,+48 21 412 28 95,oba,Maciej Zębik,2020-09-26,aktywny
1930,Tokarek Sp.j. Spółka z o.o.,6691953012,519560443,PL,Czechowice-Dziedzice,41-391,plac Prusa 784,kontakt@tokarek.pl,+48 74 242 77 90,dostawca,Tomasz Kurcz,2021-12-10,aktywny
1931,Pociask Sp.j. Spółka z o.o.,6859026290,966121044,PL,Biłgoraj,14-415,ul. Andersa 16/11,kontakt@pociask.pl,+48 60 186 25 59,dostawca,pani Sonia Fitrzyk,2022-02-04,aktywny
1932,Fundacja Staniaszek-Leśko s.c. sp.k.,6603498242,967490713,PL,Ząbki,61-847,al. Cegielniana 83/32,kontakt@fundacja.pl,+48 81 708 90 96,dostawca,Wiktor Szkoła,2025-12-22,aktywny
1933,Tymczyszyn Sp. z o.o. Sp.k. Sp. z o.o.,,167544253,PL,Bydgoszcz,43-993,ul. Kołłątaja 45,kontakt@tymczyszyn.pl,+48 74 235 36 21,oba,Julianna Malisz,2022-03-19,aktywny
1934,Stowarzyszenie Żach Sp.k. Spółka z o.o.,2352560087,444702357,pl,Legnica,70-379,aleja Norwida 99,kontakt@stowarzyszenie.pl,+48 87 499 18 67,klient,Ryszard Sykut,2021-10-08,aktywny
1935,Fundacja Ekert S.A. Sp. z o.o.,5205353130,872011818,PL,Rybnik,60-928,pl. Mieszka I 01/58,kontakt@fundacja.pl,+48 76 378 57 62,klient,Kaja Barankiewicz,2024-04-02,aktywny
1936,Fundacja Węgrzynek-Ścieszka S.A. sp.k.,3423221098,191480006,PL,Kraków,26-007,aleja Staszica 72,kontakt@fundacja.pl,+48 85 377 43 38,oba,pan Przemysław Gałęza,2021-10-12,aktywny
1937,Gabinety Chachaj-Powierża Sp. z o.o. Sp.k. Spółka z o.o.,1408783431,831125753,PL,Legionowo,09-654,plac Reja 285,kontakt@gabinety.pl,+48 72 705 79 29,oba,Marianna Łój,2023-12-19,aktywny
1938,Kondej-Grębowiec s.c. sp. z o.o.,1168231375,768628497,PL,Żary,25-964,aleja Zamkowa 07/38,kontakt@kondej-grębowiec.pl,+48 75 211 93 11,klient,Karina Raba,2024-11-07,aktywny
1939,Fundacja Strzoda Sp.k. Spółka z o.o.,2657896353,488288546,PL,Polkowice,15-124,al. Piłsudskiego 278,kontakt@fundacja.pl,+48 68 389 54 26,dostawca,Konrad Szlaga,2022-12-13,aktywny
1940,Grupa Pawliczek-Bartuś Sp. z o.o. Spółka z o.o.,8882372540,417213020,PL,Kalisz,10-050,aleja Kochanowskiego 44,kontakt@grupa.pl,+48 27 754 51 35,dostawca,pan Natan Wesoły,2021-11-13,aktywny
1941,FPUH Machul S.A.,8828050348,461216890,PL,Sochaczew,89-679,al. Młyńska 61/99,kontakt@fpuh.pl,+48 40 667 77 33,oba,pan Rafał Fojt,2025-11-06,aktywny
1942,Fundacja Knieć-Hrabia Sp.j. Spółka z o.o.,7676660826,680180973,PL,Zduńska Wola,99-467,al. Klonowa 96/83,kontakt@fundacja.pl,+48 49 428 99 74,dostawca,Stefan Ficoń,2021-06-11,aktywny
1943,Grupa Gruchot sp. z o.o.,0753136856,748730383,PL,Turek,92-376,ulica Kruczkowskiego 265,kontakt@grupa.pl,+48 24 480 27 60,klient,Róża Delekta,2021-08-17,aktywny
1944,Milka-Pałac S.A. Sp. z o.o.,7414430108,964651432,PL,Bielsko-Biała,75-078,plac Chełmońskiego 07/05,kontakt@milka-pałac.pl,+48 21 384 46 55,klient,Malwina Pachnik,2024-11-03,nieaktywny
1945,Picheta-Filas i syn s.c. Spółka z o.o.,7443319974,203814391,PL,Płock,43-505,pl. Jana Pawła II 010,kontakt@picheta-filas.pl,+48 98 971 56 39,klient,Ewa Białach,2023-04-14,nieaktywny
1946,Kudela-Kus Sp. z o.o. sp.k.,7296970101,905312037,PL,Cieszyn,05-138,al. Hutnicza 34/75,kontakt@kudela-kus.pl,+48 37 910 91 48,klient,pan Kamil Siejak,2023-11-11,aktywny
1947,PPUH Męcik sp.k.,7585861884,643945087,PL,Skawina,27-367,ul. Gajowa 49,kontakt@ppuh.pl,+48 71 624 61 16,oba,Natasza Behrendt,2022-01-09,aktywny
1948,Czermak Sp. z o.o. Sp.k. sp.k.,9279437635,652943832,PL,Kutno,32-994,pl. Kossaka 432,kontakt@czermak.pl,+48 73 395 84 15,klient,Nikodem Oleksiewicz,2022-12-18,aktywny
1949,FPUH Karczmarz i syn s.c. sp. z o.o.,473-148-36-82,597490015,PL,Biłgoraj,53-434,plac Sawickiej 24/68,kontakt@fpuh.pl,+48 69 582 73 42,klient,pani Julita Szóstak,2025-09-15,aktywny
1950,FPUH Koman Sp. z o.o. Sp.k. S.A.,,274004414,PL,Warszawa,06-831,ulica Sosnowa 60/14,kontakt@fpuh.pl,+48 26 986 33 97,oba,Kacper Wochnik,2021-12-25,aktywny
1951,Kołata Sp. z o.o. sp. z o.o.,,558124489,PL,Bielawa,99-347,plac Kruczkowskiego 71,kontakt@kołata.pl,+48 38 713 36 35,klient,Ksawery Lelonek,2023-12-01,aktywny
1952,Kielich Sp.k. Spółka z o.o.,4853123447,320744105,PL,Sandomierz,93-203,aleja Korczaka 36/93,kontakt@kielich.pl,+48 77 930 45 84,oba,Dawid Łaciak,2021-08-02,aktywny
1953,Serzysko Sp. z o.o. sp.k.,4651242108,517469349,PL,Bochnia,07-539,ul. Konopnickiej 78/10,kontakt@serzysko.pl,+48 70 670 97 21,dostawca,Ewelina Orman,2020-10-08,aktywny
1954,Czura-Zawiasa S.A. Sp. J.,3648116592,475393879,PL,Zawiercie,90-975,plac Mieszka I 92/90,kontakt@czura-zawiasa.pl,+48 81 925 90 57,oba,Franciszek Kutera,2023-06-14,aktywny
1955,Dylak-Panicz Sp.j. sp.k.,379-313-63-67,461264615,PL,Świdnik,12-249,al. Grunwaldzka 08/12,kontakt@dylak-panicz.pl,+48 33 600 61 69,dostawca,Marianna Roskosz,2026-05-21,aktywny
1956,Ryndak i syn s.c. S.A.,5935861347,195883898,PL,Lubartów,74-311,al. Lazurowa 53,kontakt@ryndak.pl,+48 43 709 19 84,dostawca,Dawid Szołtysik,2023-01-10,aktywny
1957,FPUH Elert sp.k.,088-426-72-34,315268059,PL,Gniezno,87-799,pl. Maja 67/39,kontakt@fpuh.pl,+48 97 930 72 61,klient,pan Krzysztof Klamka,2024-08-19,nieaktywny
1958,PPUH Tomaszczyk-Prażuch Sp. z o.o. Sp.k. Sp. z o.o.,111-391-54-86,100239019,PL,Chorzów,86-433,ul. Fredry 501,kontakt@ppuh.pl,+48 47 287 35 62,dostawca,Ada Klekot,2026-02-27,aktywny
1959,FPUH PASZKOWIAK SP. Z O.O. SP. Z O.O.,4990108619,959238248,PL,Kraśnik,64-491,ul. Średnia 36/36,kontakt@fpuh.pl,+48 43 945 68 87,klient,pani Klara Klus,2024-01-21,aktywny
1960,Gabinety Derek Sp.k. Sp. J.,9915738060,587682121,PL,Jaworzno,59-947,ul. Tęczowa 66,kontakt@gabinety.pl,+48 70 782 39 59,dostawca,Sara Tłuczek,2022-08-05,nieaktywny
1961,Grupa Nieradko-Kubów Sp.k. sp.k.,6102372642,340218578,Polska,Mysłowice,58-660,ul. Górnicza 228,kontakt@grupa.pl,+48 18 472 75 59,oba,Marcelina Góraj,2025-06-24,nieaktywny
1962,PPUH Dybiec-Pietrewicz Sp. z o.o. Sp.k. Spółka z o.o.,5971557937,268530002,PL,Swarzędz,69-109,aleja Głowackiego 77/72,kontakt@ppuh.pl,+48 70 107 25 24,oba,Kazimierz Minkina,2024-04-27,aktywny
1963,Fundacja Szambelan Sp. z o.o. sp.k.,1773260962,645435549,PL,Żywiec,25-935,al. Konstytucji 3 Maja 05/01,kontakt@fundacja.pl,+48 63 620 80 98,oba,Marcel Nijak,2025-04-08,aktywny
1964,Grupa Franiak i syn s.c. Sp. z o.o.,859-735-86-77,991155592,PL,Nysa,43-495,ul. Słowicza 29,kontakt@grupa.pl,+48 38 813 34 62,dostawca,pani Malwina Hołysz,2023-08-09,nieaktywny
1965,Kopytko s.c. Sp. z o.o.,2632767659,738369591,PL,Bolesławiec,11-664,aleja Kaliska 005,kontakt@kopytko.pl,+48 44 853 52 76,dostawca,Jan Czenczek,2024-11-25,aktywny
1966,Spółdzielnia Owczarczak-Kostek s.c. Spółka z o.o.,9471553476,371379201,PL,Kluczbork,82-186,al. Wybickiego 570,kontakt@spółdzielnia.pl,+48 93 136 91 26,dostawca,Kacper Kudłacz,2020-10-27,aktywny
1967,Tondera-Hyjek Sp. z o.o. sp. z o.o.,7729084898,527739855,PL,Wałbrzych,14-749,aleja Kossaka 18,kontakt@tondera-hyjek.pl,+48 40 757 89 43,dostawca,Piotr Neugebauer,2020-11-10,aktywny
1968,Spółdzielnia Sot Spółka z o.o.,4807805383,331833949,PL,Polkowice,03-412,pl. Armii Krajowej 23,kontakt@spółdzielnia.pl,+48 79 480 61 84,klient,Kalina Adrian,2022-08-26,aktywny
1969,Dub-Nasiadka Sp.k. Sp. z o.o.,3696480404,609725187,PL,Bielawa,03-394,ulica Maja 302,kontakt@dub-nasiadka.pl,+48 69 314 17 45,klient,Tymoteusz Siwczak,2024-07-02,aktywny
1970,Spółdzielnia Kuliberda Sp.k. S.A.,3240510268,487582309,PL,Ząbki,58-373,aleja Grottgera 40/57,kontakt@spółdzielnia,+48 79 562 90 84,dostawca,Jacek Ścibisz,2022-11-13,aktywny
1971,FPUH Doktór Sp. z o.o. Sp.k. Spółka z o.o.,6746466030,334516508,PL,Sieradz,87-796,al. Piaskowa 68/73,kontakt@fpuh.pl,+48 73 301 83 89,dostawca,pani Agnieszka Pacia,2023-07-11,aktywny
1972,Litwińczuk-Skierka Sp.k. sp.k.,2094101026,774616221,PL,Kielce,36-390,pl. Nałkowskiej 65/83,kontakt@litwińczuk-skierka.pl,+48 66 145 71 78,klient,Dorota Bicz,2024-03-27,aktywny
1973,PPUH Szczepan Spółka z o.o.,8497797383,310788714,PL,Głogów,85-963,plac Daszyńskiego 67,kontakt@ppuh.pl,+48 13 537 21 43,dostawca,Justyna Kruzel,2022-12-20,nieaktywny
1974,PPUH Rudzik S.A.,5478935055,817991230,PL,Zamość,20-031,pl. Fredry 870,kontakt@ppuh.pl,+48 63 132 33 69,klient,Andrzej Miśkowiec,2025-01-30,nieaktywny
1975,Gabinety Gęca s.c. S.A.,5670718127,743938244,PL,Bielawa,28-673,pl. Jadwigi 69,kontakt@gabinety.pl ,+48 41 836 61 22,klient,pani Malwina Buśko,2021-10-15,aktywny
1976,Stowarzyszenie Skiepko S.A.,7459984131,366782407,PL,Toruń,47-739,ulica Wiślana 672,kontakt@stowarzyszenie.pl,+48 63 612 67 11,dostawca,Mikołaj Wasilewicz,2026-03-22,aktywny
1977,Bak-Jarczak i syn s.c. Sp. z o.o.,7910651063,387041397,PL,Łowicz,98-201,ul. Wieniawskiego 737,kontakt@bak-jarczak.pl,+48 74 136 68 77,klient,Tola Skrzecz,2023-12-09,aktywny
1978,FPUH MIK SP. J.,4830348579,328778657,PL,Wodzisław Śląski,86-644,pl. Norwida 01/62,kontakt@fpuh.pl,+48 53 775 46 98,oba,pani Sandra Świstek,2020-08-21,nieaktywny
1979,Berendt S.A. Spółka z o.o.,9272809039,226362320,PL,Szczytno,90-652,aleja Irysowa 28,kontakt@berendt.pl,+48 81 989 74 41,oba,Fabian Szela,2024-12-06,aktywny
1980,Spółdzielnia Piekart Spółka z o.o.,3167859842,380345875,PL,Kielce,18 931,al. Morelowa 79,kontakt@spółdzielnia.pl,+48 16 664 81 94,oba,pani Klara Sierpień,2024-02-05,nieaktywny
1981,Sieradzan S.A. sp.k.,3032075600,865841995,PL,Zamość,85-362,ul. Tuwima 65,kontakt@sieradzan.pl,+48 30 533 89 89,klient,Róża Leoniuk,2021-12-13,aktywny
1982,Spółdzielnia Królczyk sp. z o.o.,302-999-66-32,335090262,PL,Oświęcim,87-390,aleja Prusa 08/57,kontakt@spółdzielnia.pl,+48 87 942 31 41,dostawca,Liwia Hennig,2025-01-14,aktywny
1983,FPUH Tabak-Knieć Sp. z o.o. Sp.k. Sp. z o.o.,3079915400,963621889,PL,Ełk,44-978,aleja Kaszubska 91,kontakt@fpuh.pl,+48 98 574 36 30,klient,Kazimierz Sinkiewicz,2021-11-16,aktywny
1984,Sutor Sp.k. Sp. J.,9531850049,237463485,PL,Biała Podlaska,45-849,plac Malczewskiego 37/06,kontakt@sutor.pl,+48 21 780 78 27,oba,Lidia Dadej,2020-12-29,aktywny
1985,Gabinety Froń-Ciochoń Sp.j. Sp. J.,6820481094,355028540,PL,Lubin,32-453,plac Wojska Polskiego 15,kontakt@gabinety.pl,+48 55 404 77 46,oba,pan Bruno Wikło,2025-08-02,aktywny
1986,Krenc-Barszczak Sp. z o.o. Sp.k. sp.k.,5779739828,390871557,PL,Tychy,23-772,ul. Wiązowa 818,kontakt@krenc-barszczak.pl,+48 92 796 51 40,oba,pan Maksymilian Romańczyk,2021-09-25,aktywny
1987,PPUH Zeman-Saran s.c. Sp. z o.o.,8272382646,241201484,PL,Pabianice,11-618,ul. Sosnowa 99,kontakt@ppuh.pl,+48 23 616 53 33,dostawca,pani Sonia Szymała,2024-08-26,aktywny
1988,Grupa Dziuban Sp. z o.o. Sp.k. Sp. J.,6881559034,157592937,pl,Lublin,92-338,pl. Kruczkowskiego 67,kontakt@grupa.pl,+48 84 533 89 52,dostawca,Oskar Pastor,2023-06-30,aktywny
1989,Bak-Kilar S.A. S.A.,6150488495,893979483,POL,Łaziska Górne,68-942,ul. Wyzwolenia 51/42,kontakt.bak-kilar.pl,+48 52 854 13 75,oba,Tymon Rudowicz,2022-01-31,aktywny
1990,Gabinety Brózda-Masłoń Sp. z o.o. Sp.k. Spółka z o.o.,6403507693,487740922,PL,Radomsko,06-880,pl. Nałkowskiej 31,kontakt@gabinety.pl,+48 56 715 99 36,dostawca,Juliusz Syroka,2024-04-15,aktywny
1991,Stowarzyszenie Cymbała Sp. z o.o. Sp.k. Sp. z o.o.,0822775477,924246267,PL,Mińsk Mazowiecki,49-478,ulica Prusa 54/90,kontakt@stowarzyszenie.pl,+48 91 608 73 44,dostawca,Robert Lemieszek,2022-07-29,aktywny
1992,Orszulik i syn s.c. Sp. J.,1238724931,618109957,PL,Lubliniec,26-663,plac Świerczewskiego 53/10,kontakt@orszulik.pl,+48 89 139 12 73,klient,Janina Romejko,2023-10-03,nieaktywny
1993,Grupa Gajcy Sp.k. Spółka z o.o.,9484967412,568556116,PL,Gorzów Wielkopolski,42-017,ul. Zacisze 79/26,kontakt@grupa.pl,+48 27 302 96 82,dostawca,pani Nela Drobnik,2025-04-15,aktywny
1994,  Osik-Duczmal i syn s.c. S.A.,1255935027,933785479,PL,Chojnice,19-702,ul. Miłosza 87,kontakt@osik-duczmal.pl,+48 66 557 43 89,oba,Marcin Kurtyka,2020-10-16,aktywny
1995,Siebert s.c. Sp. z o.o.,2272765315,403897701,PL,Leszno,51-581,aleja Rycerska 76,kontakt@siebert.pl,+48 25 810 90 35,dostawca,pan Ernest Łuszczak,2021-09-18,aktywny
1996,Spółdzielnia Sobiło Sp. J.,5595562165,699409486,PL,Lębork,88-463,ul. Rycerska 45/99,kontakt@spółdzielnia.pl,+48 37 481 94 71,oba,Mariusz Żmija,2025-03-17,aktywny
1997,Parzyszek-Litwińczuk Sp. z o.o. Sp.k. Sp. z o.o.,8950491086,548153181,PL,Legionowo,07-011,ulica Chopina 68/38,kontakt@parzyszek-litwińczuk.pl,+48 48 305 20 70,klient,pan Dominik Szymała,2024-09-17,nieaktywny
1998,FPUH Duszczyk Sp. J.,7852197936,339516936,PL,Sosnowiec,22-609,plac Jana III Sobieskiego 030,kontakt@fpuh.pl,+48 82 492 15 88,oba,Mateusz Adrian,2023-04-12,nieaktywny
1999,Rogula-Drela Sp.k. Sp. J.,6089888505,194484018,PL,Szczytno,59-696,plac Daszyńskiego 82,kontakt@rogula-drela.pl,+48 58 480 80 35,oba,Kaja Dusik,2021-06-08,aktywny
2000,Grupa Seta-Sawko S.A. Spółka z o.o.,3202640098,860383664,PL,Żywiec,86-136,ul. Wierzbowa 51,kontakt@grupa.pl,+48 98 794 40 37,oba,Andrzej Makles,2025-06-02,aktywny
2001,Klatka-Szlachcic SP. Z O.O.,3074645203,445146772,PL,Kołobrzeg,04-988,ul. Kopernika 181,biuro@klatka-szlachcic.pl,+48 11 374 98 36,oba,Wiktor Achtelik,2026-01-14,aktywny
2002,Heczko Spółka z ograniczoną odpowiedzialnością,5653286323,960892562,PL,Gliwice,02-422,ulica Toruńska 344,biuro@heczko.pl,+48 63 519 68 76,oba,Filip Buśko,2024-08-12,nieaktywny
2003,Fiedoruk-Fita s.c. Sp. z o.o.,1823601076,233875517,PL,Polkowice,06-069,ul. Polna 787,biuro@fiedoruk-fita.pl,+48 61 202 55 92,oba,Krystyna Macheta,2023-01-19,nieaktywny
2004,Kozok-Hejna SP. Z O.O.,9305966012,694095087,PL,Zgierz,01-173,ul. Strażacka 68,biuro@kozok-hejna.pl,+48 97 394 78 69,dostawca,Stefan Kostorz,2026-05-18,aktywny
2005,Grupa Beck-Mały i syn s.c. SP. Z O.O.,8581970157,147550454,PL,Iława,21-503,ulica Piwna 53/37,biuro@grupa.pl,+48 83 542 73 87,dostawca,Róża Wojniak,2022-01-15,aktywny
2006,Stein SP. Z O.O.,8889178798,178005036,PL,Brodnica,37-273,al. Skłodowskiej-Curie 239,biuro@stein.pl,+48 14 479 85 64,klient,Józef Mysiak,2024-08-17,aktywny
2007,Fundacja Makaruk sp.k. Sp. z o.o.,6933276332,376887926,PL,Zamość,98-219,ulica Chełmońskiego 945,biuro@fundacja.pl,+48 30 645 55 99,dostawca,Borys Bystroń,2022-05-06,aktywny
2008,GABINETY WYRWICH SPÓŁKA Z O.O. SP. Z O.O.,0361920259,994776964,PL,Nowy Sącz,48-272,ul. Wyzwolenia 18,biuro@gabinety.pl,+48 86 303 76 71,klient,Nela Golenia,2022-11-30,aktywny
2009,Ogonek s.c. Spółka z ograniczoną odpowiedzialnością,1541520645,879524067,PL,Świebodzice,23-642,pl. Wybickiego 056,biuro@ogonek.pl,+48 65 771 21 22,klient,pani Anastazja Litwiniuk,2022-12-14,aktywny
2010,PPUH Karmelita-Kolarz Sp. z o.o.,6760083503,445973716,PL,Ciechanów,38-662,ulica Pałacowa 137,biuro@ppuh.pl,+48 13 792 10 90,oba,Liwia Kobel,2023-05-08,aktywny
2011,Spółdzielnia Dylak Spółka z ograniczoną odpowiedzialnością,7842701037,746030501,PL,Zamość,33-675,aleja Grottgera 179,biuro@spółdzielnia.pl,+48 13 639 71 10,dostawca,pan Cezary Lelito,2022-10-26,aktywny
2012,Spółdzielnia Smektała-Drabczyk SP. Z O.O.,8193242684,574214661,PL,Tarnów,66-362,aleja Pałacowa 251,biuro@spółdzielnia.pl,+48 99 907 42 97,klient,pani Anna Maria Langiewicz,2025-06-10,aktywny
2013,FPUH Ładziak sp. z o.o. SP. Z O.O.,1105833093,564554816,PL,Czeladź,71-243,al. Wyspiańskiego 18/56,biuro@fpuh.pl,+48 36 719 67 89,oba,Bartek Litwiniuk,2023-10-24,nieaktywny
2014,Grupa Kapciak SP. Z O.O.,1986424235,992968317,PL,Sanok,36-203,pl. Bema 92,biuro@grupa.pl,+48 86 560 30 76,klient,pani Sandra Kośka,2023-03-25,aktywny
2015,FPUH Katana sp.k. Spółka z ograniczoną odpowiedzialnością,2071518202,366012797,PL,Sandomierz,70-430,ul. Korczaka 17/96,biuro@fpuh.pl,+48 67 636 76 88,klient,Filip Pacholczak,2024-08-21,aktywny
2016,Mudlaff-Płaneta Sp. z o.o.,4800226423,471692249,PL,Zielona Góra,18-697,pl. Broniewskiego 98/01,biuro@mudlaff-płaneta.pl,+48 95 237 11 52,dostawca,Monika Sypek,2023-11-19,aktywny
2017,Gabinety Broniarek Spółka z ograniczoną odpowiedzialnością,7002842764,244405651,PL,Świdnica,60-171,al. Topolowa 82/77,biuro@gabinety.pl,+48 60 599 24 82,oba,Nela Mikusek,2026-01-22,aktywny
2018,Podsiedlik-Posłuszny i syn s.c. Spółka z ograniczoną odpowiedzialnością,2311775336,213206543,PL,Grodzisk Mazowiecki,64-105,pl. Paderewskiego 95,biuro@podsiedlik-posłuszny.pl,+48 60 873 63 18,klient,Łukasz Kloska,2023-05-14,aktywny
2019,Spółdzielnia Micał SP. Z O.O.,7706736825,950837330,PL,Puławy,63-791,al. Tysiąclecia 58,biuro@spółdzielnia.pl,+48 57 882 10 58,oba,Wiktor Hein,2022-03-03,aktywny
2020,Oczko-Ośko i syn s.c. SP. Z O.O.,2339220718,456256926,PL,Łuków,83-105,aleja Wolności 13/07,biuro@oczko-ośko.pl,+48 23 513 83 99,oba,Cezary Mirga,2024-11-25,aktywny
2021,Stowarzyszenie Widuch Sp. z o.o.,009-004-04-79,509547590,PL,Świętochłowice,78-808,plac Poniatowskiego 57/49,biuro@stowarzyszenie.pl,+48 23 154 57 37,oba,Miłosz Gęsiarz,2022-09-12,nieaktywny
2022,FPUH Tyniec Sp. z o.o.,4973348433,419561201,PL,Lubartów,91-481,ul. Poprzeczna 43,biuro@fpuh.pl,+48 37 806 72 50,dostawca,Krystyna Białasik,2024-06-20,aktywny
2023,Balawender i syn s.c. Sp. z o.o.,2660235153,641131391,PL,Bielawa,98-200,al. Łabędzia 48,biuro@balawender.pl ,+48 14 172 57 35,oba,Albert Kopytko,2020-08-09,aktywny
