produkt_id,indeks,nazwa,kategoria,jednostka_miary,cena_zakupu,cena_sprzedazy,stawka_vat,ean,producent,status,data_utworzenia
1184,PRD-39936,Digitized needs-based Internet solution,Odczynniki,szt,2855.04,4480.64,23,3805142108292,FPUH Dudzicz,nieaktywny,2024-07-23
1185,PRD-60809,Expanded neutral data-warehouse,,szt,2478.37,3421.57,23,2005955229152,FPUH Zegar-Klupś Sp. z o.o.,aktywny,2022-12-10
1186,PRD-79183,Open-source fault-tolerant initiative,Odczynniki,szt,432.02,477.0,23,1299579104762,Spółdzielnia Siekierka-Szymków Sp.k.,aktywny,2023-04-20
1187,PRD-51250,Adaptive 24/7 core,Szkło laboratoryjne,szt,3475.31,4936.5,23,3936949789475,Grupa Paczos i syn s.c.,aktywny,2023-01-04
1188,PRD-59945,User-friendly optimizing adapter,Materiały zużywalne,szt,102.1,127.25,0.23,3944000484747,Grupa Teter S.A.,aktywny,2021-07-24
1189,PRD-11269,Pre-emptive multi-state time-frame,,opak,2215.17,3266.98,23,4961437850281,Amanowicz Sp.k.,aktywny,2021-01-13
1190,PRD-19102,Profound web-enabled superstructure,Aparatura,szt,79.32,136.76,0.23,4181878897402,FPUH Mysior i syn s.c.,aktywny,2021-04-12
1191,PRD-32268,Optional web-enabled workforce,Sprzęt laboratoryjny,szt,905.88,1540.52,23,1316334403604,Spółdzielnia Bik-Rychert Sp.j.,aktywny,2025-08-04
1192,PRD-84145,Versatile tertiary alliance,Podłoża mikrobiologiczne,szt.,3820.18,4517.25,23,6482941309089,PPUH Nowotnik-Rogula s.c.,aktywny,2023-09-01
1193,PRD-40961,Future-proofed radical collaboration,,szt,1555.73,1037.9,23,9712192658924,Fundacja Piechna Sp. z o.o. Sp.k.,aktywny,2026-01-23
1194,PRD-47006,Quality-focused leadingedge installation,Materiały zużywalne,szt,631.09,962.14,23,8632187811506,Wnuczek-Dąbrówka Sp. z o.o. Sp.k.,aktywny,2022-11-08
1195,PRD-55984,Centralized methodical website,Sprzęt laboratoryjny,szt,2761.13,4736.9,23,7374619706331,FPUH Żmija,aktywny,2025-01-25
1196,PRD-52658,Future-proofed global infrastructure,Odczynniki,szt,2842.48,3882.57,23,6493416361609,Fundacja Marcińczyk,aktywny,2023-08-11
1197,PRD-42014,Optimized methodical infrastructure,Odczynniki,szt,1514.57,1726.06,23,2766682941636,FPUH Mazik,aktywny,2021-12-19
1198,PRD-36609,Cross-group zero administration policy,Odczynniki,szt,122.13,164.49,23,6158899236145,Spółdzielnia Szmaj-Cebo Sp.j.,nieaktywny,2025-11-30
1199,PRD-36415,Reverse-engineered encompassing methodology,Materiały zużywalne,pcs,1241.05,1896.69,23,8381675572192,PPUH Knieć Sp. z o.o.,aktywny,2023-03-28
1200,PRD-60317,Balanced content-based function,Sprzęt laboratoryjny,szt,949.82,1032.85,23,7369233281535,Gabinety Syroka,aktywny,2022-10-22
